Sold Price,Status,Address,List Date,Sold Date,DOM,Location,Total number of bedrooms,Total number of Baths,TotFl ,The year in which it was build,Age,FrontageFt,Depth,Total number of Kitchens,TypeDwel ,Style of Home
"$738,000",S,6030 HALIFAX STREET,6/17/2013,6/19/2013,2,Burnaby North,5,2,"2,286",1952,61,52,120,2,House/Single Family,2 Storey
"$738,000",S,7911 JOFFRE AVENUE,4/27/2010,05-03-2010,6,Burnaby South,4,2,"2,116",1951,59,60,120,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$738,000",S,4929 FULWELL STREET,09-12-2011,9/21/2011,9,Burnaby South,3,1,"1,740",1954,57,62,105,1,House/Single Family,"Basement Entry, Rancher/Bungalow w/Bsmt."
"$738,000",S,8049 18TH AVENUE,03-10-2014,4/26/2014,47,Burnaby East,4,2,"2,088",1951,63,50,140,3,House/Single Family,2 Storey
"$738,000",S,26 WARWICK AVENUE,1/18/2010,1/25/2010,7,Burnaby North,8,2,"2,730",1970,40,33,122,1,House/Single Family,2 Storey
"$738,100",S,7696 DAVIES STREET,3/25/2015,04-02-2015,8,Burnaby East,5,3,"2,076",9999,999,33,110,2,House/Single Family,2 Storey
"$739,000",S,23 ELLESMERE AVENUE,07-08-2013,7/31/2013,23,Burnaby North,3,2,"2,000",1958,55,33,122,2,House/Single Family,2 Storey
"$739,000",S,7860 CARIBOO ROAD,4/17/2014,4/27/2014,10,Burnaby East,4,2,"2,074",1952,62,50,121,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$739,000",S,3746 MOSCROP STREET,02-06-2010,03-12-2010,34,Burnaby South,5,2,"2,055",1967,43,66,127,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$739,000",S,7550 KILREA CRESCENT,2/28/2010,03-06-2010,6,Burnaby North,3,3,"1,860",1975,35,60,120,1,House/Single Family,3 Level Split
"$740,000",S,6767 BALMORAL STREET,4/15/2010,9/16/2010,154,Burnaby South,7,4,"2,550",1947,63,58,120,3,House/Single Family,2 Storey
"$740,000",S,7726 CARIBOO ROAD,5/24/2012,06-01-2012,8,Burnaby East,3,2,"2,223",1951,61,50,121,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$740,000",S,4285 HAZELWOOD CRESCENT,07-09-2010,7/21/2010,12,Burnaby South,3,2,"2,400",1955,55,61,110,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$740,000",S,4153 PANDORA STREET,8/25/2011,02-09-2012,168,Burnaby North,5,2,"2,604",1914,97,33,122,1,House/Single Family,2 Storey w/Bsmt.
"$740,000",S,3850 UNION STREET,07-03-2012,09-06-2012,65,Burnaby North,4,2,"1,830",1947,65,33,122,2,House/Single Family,2 Storey
"$740,000",S,1432 DOUGLAS ROAD,3/28/2013,07-02-2013,96,Burnaby North,2,1,800,9999,999,50,130,1,House/Single Family,Rancher/Bungalow
"$740,000",S,85 GLYNDE AVENUE,11-07-2011,11-10-2011,3,Burnaby North,3,3,"2,843",1984,27,33,121,1,House/Single Family,1 Storey
"$740,000",S,13 ELLESMERE AVENUE,5/14/2012,5/20/2012,6,Burnaby North,5,2,"2,190",9999,999,33,122,2,House/Single Family,2 Storey w/Bsmt.
"$740,000",S,1477 WHITSELL AVENUE,01-09-2011,1/13/2011,4,Burnaby North,4,2,"1,532",9999,999,50,124,1,House/Single Family,1 Storey
"$740,000",S,3314 ROYAL OAK AVENUE,3/23/2012,04-01-2012,9,Burnaby North,5,2,"2,000",1948,64,56,104,2,House/Single Family,2 Storey
"$740,000",S,7730 HILDA STREET,08-03-2011,8/19/2011,16,Burnaby East,6,3,"2,480",1986,25,33,109.9,2,House/Single Family,"Basement Entry, Rancher/Bungalow w/Bsmt."
"$740,000",S,6135 DUFFERIN AVENUE,11-06-2012,11/29/2012,23,Burnaby South,3,1,"2,416",1961,51,50,150,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$740,000",S,4735 GATENBY AVENUE,5/13/2010,5/22/2010,9,Burnaby South,3,2,"2,927",1967,43,73,122,1,House/Single Family,2 Storey
"$740,000",S,8632 11TH AVENUE,9/28/2011,4/15/2012,200,Burnaby East,4,1,"1,476",1954,57,50,135,1,House/Single Family,Rancher/Bungalow
"$740,000",S,5591 NEVILLE STREET,3/13/2013,3/17/2013,4,Burnaby South,4,2,"1,525",9999,999,36,122,1,House/Single Family,2 Storey w/Bsmt.
"$740,000",S,3940 NAPIER STREET,02-12-2013,04-10-2013,57,Burnaby North,4,2,"1,776",1954,59,50,122,2,House/Single Family,Rancher/Bungalow
"$740,000",S,4239 ETON STREET,02-06-2012,2/13/2012,7,Burnaby North,2,2,"1,166",1951,61,33,122,1,House/Single Family,2 Storey
"$740,000",S,7789 10TH AVENUE,7/20/2015,7/27/2015,7,Burnaby East,5,2,"2,060",1951,64,50,141,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$740,800",S,4111 MCGILL STREET,11-07-2011,11/15/2011,8,Burnaby North,6,2,"1,600",1927,84,33,122,1,House/Single Family,2 Storey
"$741,000",S,6807 STRATHMORE AVENUE,04-11-2011,4/17/2011,6,Burnaby South,4,2,"2,100",1954,57,50,111,1,House/Single Family,2 Storey
"$741,500",S,5192 SIDLEY STREET,03-10-2010,3/15/2010,5,Burnaby South,5,3,"1,950",1945,65,59,132,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$741,800",S,4428 PARKER STREET,01-06-2012,1/16/2012,10,Burnaby North,3,2,"1,600",1951,61,51,120,2,House/Single Family,"Basement Entry, Rancher/Bungalow w/Bsmt."
"$742,000",S,2181 SPERLING AVENUE,5/24/2010,10/25/2010,154,Burnaby North,4,2,"2,700",1947,63,84,110,1,House/Single Family,"Corner Unit, Rancher/Bungalow w/Bsmt."
"$742,000",S,8603 12TH AVENUE,11-03-2011,11/29/2011,26,Burnaby East,4,2,"2,239",1956,55,59,165,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$742,000",S,7817 15TH AVENUE,5/26/2014,6/14/2014,19,Burnaby East,4,2,"1,900",1950,64,50,110,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$742,200",S,8227 19TH AVENUE,1/18/2011,2/22/2011,35,Burnaby South,4,2,"2,000",1955,56,50,147,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$742,500",S,5325 NEVILLE STREET,4/15/2014,4/21/2014,6,Burnaby South,4,2,"2,130",1918,96,32,122,2,House/Single Family,Split Entry
"$743,000",S,6529 NAPIER STREET,6/15/2010,6/17/2010,2,Burnaby North,6,3,"2,432",1964,46,55,122,2,House/Single Family,2 Storey
"$743,000",S,8244 19TH AVENUE,05-06-2011,5/16/2011,10,Burnaby East,3,2,"2,030",1950,61,52,137,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$743,000",S,5950 EMPRESS AVENUE,05-04-2010,05-11-2010,7,Burnaby South,5,2,"2,293",1958,52,0,,1,House/Single Family,4 Level Split
"$743,500",S,6 SEA AVENUE,02-03-2011,6/13/2011,130,Burnaby North,5,2,"2,320",1960,51,33,122,2,House/Single Family,2 Storey w/Bsmt.
"$744,000",S,4431 TRIUMPH STREET,5/28/2013,06-04-2013,7,Burnaby North,3,2,"1,500",9999,999,1,,2,House/Single Family,"2 Storey, Split Entry"
"$744,000",S,8235 18TH AVENUE,04-09-2010,4/13/2010,4,Burnaby East,7,4,"3,456",1986,24,39,142,2,House/Single Family,2 Storey
"$744,000",S,4158 TRIUMPH STREET,4/24/2014,4/28/2014,4,Burnaby North,2,1,"1,530",1948,66,33,122,1,House/Single Family,1 Storey
"$744,000",S,4725 CAMBRIDGE STREET,1/14/2011,3/18/2011,63,Burnaby North,3,1,"1,956",1956,55,49,122,1,House/Single Family,2 Storey w/Bsmt.
"$744,500",S,230 N SPRINGER AVENUE,05-05-2010,5/30/2010,25,Burnaby North,5,3,"2,429",1980,30,33,121.45,2,House/Single Family,2 Storey
"$745,000",S,7738 14TH AVENUE,2/28/2012,03-01-2012,2,Burnaby East,2,2,"1,792",1952,60,55,110,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$745,000",S,6058 PATRICK STREET,1/15/2013,2/23/2013,39,Burnaby South,4,2,"2,277",1953,60,52,106,1,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$745,000",S,7907 SUNCREST DRIVE,10-04-2010,01-08-2011,96,Burnaby South,5,2,"2,090",1950,60,60,120,2,House/Single Family,2 Storey
"$745,000",S,4211 GRAVELEY STREET,5/30/2012,8/26/2012,88,Burnaby North,4,2,"2,180",1949,63,50,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$745,000",S,4850 NORTHLAWN DRIVE,08-03-2010,08-07-2010,4,Burnaby North,3,2,"2,680",1954,56,60,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$745,000",S,6390 NAPIER STREET,6/29/2010,07-01-2010,2,Burnaby North,6,3,"2,550",1956,54,66,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$745,000",S,1270 SPERLING AVENUE,04-02-2010,05-06-2010,34,Burnaby North,6,3,"2,272",1959,51,60,125,3,House/Single Family,2 Storey
"$745,000",S,5425 BUCHANAN STREET,05-10-2010,6/28/2010,49,Burnaby North,7,2,"2,769",1966,44,80,95,2,House/Single Family,2 Storey
"$745,000",S,86 N ELLESMERE AVENUE,8/31/2011,9/25/2011,25,Burnaby North,3,2,"2,332",1967,44,33,0,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$745,000",S,106 GROSVENOR AVENUE,9/16/2010,10/28/2010,42,Burnaby North,5,4,"2,880",1981,29,33,122,2,House/Single Family,2 Storey
"$745,000",S,7481 ROSEWOOD STREET,01-05-2010,3/19/2010,73,Burnaby South,5,4,"2,369",2007,3,33,113,2,House/Single Family,"2 Storey, Basement Entry"
"$745,000",S,7487 2ND STREET,9/14/2015,9/25/2015,11,Burnaby East,5,2,"2,262",1962,53,35,111,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$745,000",S,128 ELLESMERE AVENUE,8/30/2011,10-08-2011,39,Burnaby North,3,3,"2,226",1953,58,33,121,1,House/Single Family,2 Storey w/Bsmt.
"$745,000",S,7325 NEWCOMBE STREET,11-01-2010,3/30/2011,149,Burnaby East,4,4,"2,274",2004,6,49,109,2,House/Single Family,2 Storey
"$745,000",S,6488 DAWSON STREET,08-08-2012,10-04-2012,57,Burnaby North,4,2,"2,112",1956,56,61,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$745,000",S,7410 16TH AVENUE,6/24/2014,7/25/2014,31,Burnaby East,4,2,"2,518",1926,88,66,91,1,House/Single Family,"2 Storey w/Bsmt., Basement Entry"
"$745,000",S,4255 OXFORD STREET,03-03-2012,03-07-2012,4,Burnaby North,2,1,800,1947,65,33,122,1,House/Single Family,Rancher/Bungalow
"$745,500",S,6176 SERVICE STREET,3/29/2010,4/28/2010,30,Burnaby South,5,3,"2,855",1968,42,59,125,1,House/Single Family,4 Level Split
"$747,000",S,4435 PANDORA STREET,04-02-2012,04-04-2012,2,Burnaby North,2,1,"1,500",1952,60,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$747,000",S,4080 KINCAID STREET,4/29/2010,05-09-2010,10,Burnaby South,4,2,"2,430",1962,48,50,122,2,House/Single Family,2 Storey
"$747,500",S,7605 ENDERSBY STREET,3/15/2011,3/21/2011,6,Burnaby East,5,2,"2,483",1960,51,59,120,1,House/Single Family,2 Storey
"$748,000",S,5480 PANDORA STREET,04-11-2010,4/27/2010,16,Burnaby North,4,2,"2,440",9999,999,64,125,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$748,000",S,3851 PARKER STREET,1/19/2012,1/22/2012,3,Burnaby North,4,2,"1,846",1960,52,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$748,000",S,4880 PARKER STREET,2/18/2013,2/20/2013,2,Burnaby North,6,2,"2,440",1960,53,50,120,2,House/Single Family,2 Storey
"$748,000",S,4402 FRANCES STREET,01-12-2012,1/25/2012,13,Burnaby North,4,1,"1,970",1944,68,33,122,1,House/Single Family,2 Storey w/Bsmt.
"$748,000",S,8480 13TH AVENUE,5/26/2011,06-06-2011,11,Burnaby East,4,2,"2,360",1952,59,50,166,2,House/Single Family,2 Storey
"$748,000",S,6625 BRANTFORD AVENUE,1/21/2010,02-12-2010,22,Burnaby South,5,4,"2,500",1986,24,33,138.6,2,House/Single Family,2 Storey
"$748,800",S,5555 WILLINGDON AVENUE,10/30/2011,10/31/2011,1,Burnaby South,6,3,"2,400",1991,20,33.3,165.4,2,House/Single Family,2 Storey
"$749,000",S,8240 MANSON DRIVE,3/19/2011,3/23/2011,4,Burnaby North,3,2,"2,204",1969,42,0,,1,House/Single Family,Split Entry
"$749,000",S,3735 WATLING STREET,2/27/2012,3/23/2012,25,Burnaby South,2,2,"2,150",1953,59,53,120,1,House/Single Family,2 Storey
"$749,000",S,3848 GEORGIA STREET,12-01-2012,1/22/2013,52,Burnaby North,3,2,"1,700",9999,999,33,124,1,House/Single Family,"1 Storey, Basement Entry"
"$749,000",S,8226 13TH AVENUE,3/27/2012,04-02-2012,6,Burnaby East,2,1,"1,820",1954,58,50,141,1,House/Single Family,Basement Entry
"$750,000",S,4313 PENDER STREET,8/20/2010,09-12-2010,23,Burnaby North,6,4,"2,205",2010,0,33,122,1,House/Single Family,2 Storey
"$750,000",S,6350 HALIFAX STREET,2/21/2011,2/28/2011,7,Burnaby North,2,2,"2,100",1953,58,56,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,000",S,4141 TRINITY STREET,06-11-2012,6/18/2012,7,Burnaby North,3,2,"1,925",1960,52,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,000",S,6429 PORTLAND STREET,09-05-2012,9/16/2012,11,Burnaby South,3,2,"1,749",1954,58,52,122,1,House/Single Family,3 Level Split
"$750,000",S,2503 LARKIN COURT,5/22/2014,08-11-2014,81,Burnaby North,5,2,"2,095",1960,54,,,2,House/Single Family,Split Entry
"$750,000",S,3060 GREENWOOD PLACE,8/31/2011,9/14/2011,14,Burnaby North,3,2,"1,680",1968,43,122,70,1,House/Single Family,1 Storey
"$750,000",S,6721 HERSHAM AVENUE,2/21/2011,03-05-2011,12,Burnaby South,6,3,"2,424",1973,38,40,166,1,House/Single Family,2 Storey
"$750,000",S,8667 ARMSTRONG AVENUE,10/26/2013,11-10-2013,15,Burnaby East,4,2,"2,034",1958,55,62,,2,House/Single Family,Basement Entry
"$750,000",S,3731 DUNDONALD AVENUE,02-12-2011,04-12-2011,59,Burnaby North,7,6,"3,658",2011,0,63.6,90.3,1,House/Single Family,"2 Storey w/Bsmt., Corner Unit"
"$750,000",S,7746 17TH AVENUE,9/23/2011,12-12-2011,80,Burnaby East,5,3,"2,051",1977,34,50,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,000",S,5439 FORGLEN DRIVE,10/13/2010,1/16/2011,95,Burnaby South,5,2,"2,464",1960,50,60,114,1,House/Single Family,2 Storey
"$750,000",S,1018 SPRINGER AVENUE,02-11-2014,3/21/2014,38,Burnaby North,4,2,"2,359",1955,59,50,120,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,000",S,4451 DUNDAS STREET,5/27/2012,07-04-2012,38,Burnaby North,4,2,"1,980",1954,58,33,122,2,House/Single Family,2 Storey
"$750,000",S,6465 BURNS STREET,11/26/2013,12-11-2013,15,Burnaby South,5,2,"2,157",1950,63,50,120,2,House/Single Family,2 Storey
"$750,000",S,5060 PIONEER AVENUE,4/16/2010,4/30/2010,14,Burnaby South,4,3,"2,700",1959,51,65,117.64,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,000",S,8225 NELSON AVENUE,5/22/2013,07-11-2013,50,Burnaby South,3,3,"2,030",9999,999,0,,0,House/Single Family,"2 Storey, Split Entry"
"$750,000",S,5080 GEORGIA STREET,6/14/2010,6/15/2010,1,Burnaby North,5,2,"2,158",9999,999,66,122,2,House/Single Family,2 Storey w/Bsmt.
"$750,000",S,132 GLYNDE AVENUE,2/14/2011,04-06-2011,51,Burnaby North,5,3,"2,438",1964,47,33,121,2,House/Single Family,2 Storey
"$750,000",S,7965 ROSEWOOD STREET,6/22/2012,7/13/2012,21,Burnaby South,3,2,"2,122",1986,26,50,207,1,House/Single Family,1 Storey
"$750,000",S,8343 16TH AVENUE,6/25/2015,07-12-2015,17,Burnaby East,4,3,"2,145",9999,999,34,137,2,House/Single Family,2 Storey w/Bsmt.
"$750,000",S,3888 ROYAL OAK AVENUE,09-04-2013,9/30/2013,26,Burnaby South,4,3,"3,286",1971,42,64,120,1,House/Single Family,Basement Entry
"$750,000",S,4680 CANADA WAY,3/26/2015,4/23/2015,28,Burnaby South,6,2,"1,968",1969,46,64,106,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,000",S,7257 RANDOLPH AVENUE,2/25/2016,2/26/2016,1,Burnaby South,4,2,"1,678",1946,70,58,109,2,House/Single Family,2 Storey
"$750,000",S,6156 CARSON STREET,04-08-2011,04-08-2011,0,Burnaby South,4,3,"1,728",1950,61,50,1288,1,House/Single Family,2 Storey
"$750,000",S,5790 BROADWAY,04-08-2014,05-01-2014,23,Burnaby North,6,2,"2,052",1965,49,50,124,2,House/Single Family,2 Storey
"$750,000",S,6649 GILLEY AVENUE,05-09-2013,5/13/2013,4,Burnaby South,3,2,"2,113",1951,62,55,135,1,House/Single Family,2 Storey
"$750,000",S,3766 IRMIN STREET,5/30/2013,7/18/2013,49,Burnaby South,4,2,"2,180",1953,60,53,120,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,000",S,8023 BURNFIELD CRESCENT,02-03-2014,03-08-2014,33,Burnaby South,3,3,"1,866",1973,41,61,124,1,House/Single Family,2 Storey
"$750,000",S,7990 18TH AVENUE,10/23/2012,11-06-2012,14,Burnaby East,5,3,"2,480",1981,31,33,120,2,House/Single Family,Basement Entry
"$750,000",S,8024 15TH AVENUE,05-01-2012,05-01-2012,0,Burnaby East,4,2,"1,700",9999,999,51,146,1,House/Single Family,Rancher/Bungalow
"$750,000",S,7621 ENDERSBY STREET,07-12-2011,7/19/2011,7,Burnaby East,5,3,"2,100",1955,56,59,120,2,House/Single Family,Basement Entry
"$750,000",S,4494 NAPIER STREET,1/27/2014,2/28/2014,32,Burnaby North,4,2,"1,900",9999,999,58,122,1,House/Single Family,1 Storey
"$750,000",S,4371 VENABLES STREET,02-07-2012,2/25/2012,18,Burnaby North,5,2,"2,408",1955,57,33,122,2,House/Single Family,2 Storey
"$750,000",S,4706 BARKER CRESCENT,4/22/2014,07-08-2014,77,Burnaby South,4,2,"2,069",1958,56,55,110,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,000",S,6438 GILLEY AVENUE,2/19/2014,05-06-2014,76,Burnaby South,3,1,"1,988",1954,60,0,,1,House/Single Family,2 Storey
"$750,000",S,4891 INMAN AVENUE,02-08-2011,2/16/2011,8,Burnaby South,7,4,"2,900",9999,999,37,141,2,House/Single Family,2 Storey
"$750,000",S,1432 DOUGLAS ROAD,3/26/2011,7/15/2011,111,Burnaby North,2,1,800,9999,999,50,133,1,House/Single Family,1 Storey
"$750,000",S,5126 PORTLAND STREET,6/29/2012,07-07-2012,8,Burnaby South,5,2,"2,278",1957,55,38,123,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,000",S,4714 CAMBRIDGE STREET,7/24/2012,11/30/2012,129,Burnaby North,3,1,"1,800",1957,55,51,122,1,House/Single Family,2 Storey
"$750,000",S,6961 ELWELL STREET,1/29/2013,4/24/2013,85,Burnaby South,5,3,"2,421",1983,30,33,117.75,2,House/Single Family,"2 Storey, Basement Entry"
"$750,000",S,5062 WILLINGDON AVENUE,5/13/2013,06-09-2013,27,Burnaby South,6,2,"2,600",1956,57,57,142,1,House/Single Family,2 Storey
"$750,000",S,4690 ALPHA DRIVE,10/18/2010,11-02-2010,15,Burnaby North,2,2,"2,520",1968,42,62,127,2,House/Single Family,2 Storey
"$750,000",S,4320 ALBERT STREET,06-03-2010,06-10-2010,7,Burnaby North,5,3,"2,204",1994,16,33,122,1,House/Single Family,2 Storey
"$750,000",S,5855 BURNS PLACE,5/18/2010,5/24/2010,6,Burnaby South,5,3,"2,858",1972,38,35.56,123.42,2,House/Single Family,Split Entry
"$750,100",S,4895 MCKEE PLACE,1/31/2011,2/20/2011,20,Burnaby South,4,2,"1,840",1961,50,69,100,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$750,100",S,4151 FRANCES STREET,09-05-2013,09-12-2013,7,Burnaby North,4,2,"2,100",1959,54,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$751,000",S,5858 PORTLAND STREET,05-02-2011,05-12-2011,10,Burnaby South,4,2,"2,300",1954,57,50,122,2,House/Single Family,2 Storey
"$751,000",S,4416 TRIUMPH STREET,02-02-2011,2/15/2011,13,Burnaby North,3,2,"1,600",1948,63,33,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$751,357",S,4028 MARINE DRIVE,8/28/2014,09-04-2014,7,Burnaby South,4,2,"1,860",1960,54,60.5,172.8,1,House/Single Family,2 Storey
"$751,500",S,8045 15TH AVENUE,3/27/2014,3/30/2014,3,Burnaby East,3,2,"1,620",1948,66,47,136,1,House/Single Family,1 Storey
"$751,900",S,5150 FULWELL STREET,3/27/2010,04-05-2010,9,Burnaby South,4,3,"2,358",1973,37,49,125,2,House/Single Family,2 Storey
"$752,000",S,4054 PENDER STREET,7/17/2014,7/22/2014,5,Burnaby North,4,2,"1,900",9999,999,33,122,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$752,000",S,7611 MCGREGOR AVENUE,11/23/2010,12/14/2010,21,Burnaby South,6,3,"2,916",1990,20,31,171,2,House/Single Family,2 Storey
"$752,000",S,4263 CAMBRIDGE STREET,08-01-2010,8/14/2010,13,Burnaby North,4,4,"2,410",1992,18,33,,1,House/Single Family,2 Storey w/Bsmt.
"$752,000",S,5133 GEORGIA STREET,07-12-2010,8/25/2010,44,Burnaby North,6,3,"2,400",1962,48,66,122,2,House/Single Family,Rancher/Bungalow
"$752,100",S,4747 UNION STREET,7/29/2013,08-04-2013,6,Burnaby North,3,2,"1,500",1956,57,33,122,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$752,500",S,190 MACDONALD AVENUE,11/17/2010,2/22/2011,97,Burnaby North,4,3,"2,010",9999,999,60,100,2,House/Single Family,2 Storey w/Bsmt.
"$753,000",S,210 HYTHE AVENUE,11/18/2009,01-12-2010,55,Burnaby North,7,3,"2,930",1960,49,66,146,3,House/Single Family,2 Storey w/Bsmt.
"$753,400",S,4261 VENABLES STREET,08-10-2011,8/16/2011,6,Burnaby North,5,2,"2,120",1949,62,33,122,1,House/Single Family,2 Storey
"$754,000",S,6870 CANADA WAY,04-03-2013,04-10-2013,7,Burnaby South,4,1,"1,940",1946,67,72,132,1,House/Single Family,"2 Storey w/Bsmt., Basement Entry"
"$755,000",S,7439 MARY AVENUE,2/27/2015,3/17/2015,18,Burnaby East,3,2,"1,400",1961,54,44,103,1,House/Single Family,2 Storey w/Bsmt.
"$755,000",S,6267 BUCHANAN STREET,6/30/2010,07-05-2010,5,Burnaby North,4,2,"2,475",1953,57,60,120,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$755,000",S,4405 PARKER STREET,10-08-2014,10/20/2014,12,Burnaby North,4,2,"1,990",9999,999,33,122,1,House/Single Family,2 Storey
"$755,000",S,5920 BROADWAY AVENUE,11-06-2011,02-04-2012,90,Burnaby North,6,2,"2,200",1963,48,60,106,2,House/Single Family,2 Storey w/Bsmt.
"$755,000",S,5390 FRANCES STREET,09-07-2010,9/27/2010,20,Burnaby North,4,2,"2,677",1965,45,66,132,1,House/Single Family,2 Storey
"$755,000",S,8245 17TH AVENUE,6/24/2014,09-05-2014,73,Burnaby East,2,2,"1,459",1954,60,50,136,1,House/Single Family,3 Storey
"$755,000",S,5215 KINCAID STREET,8/30/2011,12-11-2011,103,Burnaby South,5,3,"3,060",1971,40,62,128,1,House/Single Family,2 Storey
"$755,000",S,56 WARWICK AVENUE,6/26/2013,6/29/2013,3,Burnaby North,4,2,"2,287",1962,51,33,122,1,House/Single Family,2 Storey
"$755,000",S,4547 GEORGIA STREET,12/20/2013,01-01-2014,12,Burnaby North,5,2,"2,139",1961,52,0,122,2,House/Single Family,Rancher/Bungalow
"$755,000",S,6467 BUCHANAN STREET,9/27/2010,10/31/2010,34,Burnaby North,4,2,"1,920",1951,59,60,120,2,House/Single Family,2 Storey
"$755,000",S,7208 BRIDLEWOOD COURT,5/14/2013,7/22/2013,69,Burnaby North,3,3,"1,898",1980,33,39,87,1,House/Single Family,2 Storey
"$755,000",S,109 N HOLDOM AVENUE,01-06-2014,03-08-2014,61,Burnaby North,4,2,"1,964",1931,83,33,122,1,House/Single Family,2 Storey w/Bsmt.
"$755,000",S,8062 12TH AVENUE,6/17/2014,6/18/2014,1,Burnaby East,9,4,"3,335",1950,64,0,,2,House/Single Family,"2 Storey w/Bsmt., Basement Entry"
"$755,000",S,5616 KEITH STREET,08-03-2012,1/18/2013,168,Burnaby South,4,3,"2,055",1953,59,138,IRR,1,House/Single Family,3 Level Split
"$755,000",S,5049 LAUREL STREET,07-05-2014,07-05-2014,0,Burnaby South,3,1,"1,984",1954,60,0,,1,House/Single Family,2 Storey
"$755,000",S,4126 VENABLES STREET,3/30/2012,6/30/2012,92,Burnaby North,5,2,"2,701",1969,43,33,122,2,House/Single Family,2 Storey
"$755,000",S,4634 ALBERT STREET,07-07-2014,12-10-2014,156,Burnaby North,5,2,"1,907",9999,999,33,122,2,House/Single Family,2 Storey
"$755,000",S,1795 SHERLOCK AVENUE,01-08-2011,1/20/2011,12,Burnaby North,4,3,"2,275",1956,55,55,122,2,House/Single Family,"2 Storey, Rancher/Bungalow w/Bsmt."
"$755,000",S,8126 14TH AVENUE,04-05-2011,04-10-2011,5,Burnaby East,6,3,"3,300",1920,91,50,146,2,House/Single Family,2 Storey w/Bsmt.
"$755,000",S,7626 HEDLEY AVENUE,4/28/2014,5/13/2014,15,Burnaby South,2,1,"1,964",1954,60,51,120,1,House/Single Family,Rancher/Bungalow
"$755,000",S,2415 NORCREST COURT,9/29/2014,10-07-2014,8,Burnaby North,4,3,"2,132",1961,53,70,92,2,House/Single Family,"2 Storey, Rancher/Bungalow"
"$755,000",S,3785 WATLING STREET,07-07-2013,7/19/2013,12,Burnaby South,4,2,"2,186",1953,60,53,120,2,House/Single Family,2 Storey
"$755,000",S,8031 15TH AVENUE,04-10-2012,5/28/2012,48,Burnaby East,6,4,"2,950",1985,27,33,136,2,House/Single Family,2 Storey
"$755,000",S,5430 KINCAID STREET,08-12-2010,8/25/2010,13,Burnaby South,4,3,"2,714",1976,34,82.6,107,2,House/Single Family,2 Storey
"$755,000",S,7991 GRAY AVENUE,10/23/2009,2/24/2010,124,Burnaby South,6,3,"2,900",1957,52,,,2,House/Single Family,Rancher/Bungalow w/Bsmt.
"$756,000",S,6606 BROADWAY STREET,9/14/2011,1/26/2012,134,Burnaby North,5,3,"2,355",1972,39,58,155.3,1,House/Single Family,Split Entry
"$757,000",S,5284 CLAUDE AVENUE,11/14/2011,11/23/2011,9,Burnaby South,4,2,"2,300",1958,53,66,122,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$757,000",S,7318 4TH STREET,9/15/2014,9/20/2014,5,Burnaby East,3,2,"2,000",1955,59,54,135,1,House/Single Family,Rancher/Bungalow w/Bsmt.
"$757,000",S,3986 RUMBLE STREET,3/28/2013,5/17/2013,50,Burnaby South,4,2,"2,280",1953,60,50,131,1,House/Single Family,2 Storey w/Bsmt.
